qseqid	qlen	sacc	slen	evalue	pident	length	qcovhsp	sp
GZ11_180	103	KP193382	652	2.43E-41	97.115	104	100	Hemipristis_elongata
GZ4_125	116	KP193382	652	2.19E-52	100	116	100	Hemipristis_elongata
GZ4_162	113	KP193382	652	9.81E-51	100	113	100	Hemipristis_elongata
GZ5_109	114	KP193382	652	2.76E-51	100	114	100	Hemipristis_elongata
GZ5_162	111	KP193382	652	1.24E-49	100	111	100	Hemipristis_elongata
GZ7_077	99	KP193421	648	3.83E-39	97.98	99	100	Carcharhinus_melanopterus
GZ8_172	116	KP193421	648	2.19E-52	100	116	100	Carcharhinus_melanopterus
GZ11_043	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ11_121	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ2_096	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ2_184	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ4_165	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ5_143	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ5_153	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ5_173	95	KP193436	652	7.74E-41	100	95	100	Alopias_superciliosus
GZ5_179	94	KP193436	652	2.74E-40	100	94	100	Alopias_superciliosus
GZ11_063	105	KP719457	651	2.48E-46	100	105	100	Sphyrna_zygaena
GZ9_142	109	KP719468	612	1.56E-48	100	109	100	Alopias_pelagicus
GZ9_161	109	KP719468	612	1.56E-48	100	109	100	Alopias_pelagicus
GZ9_171	126	KP719468	612	3.14E-56	99.213	127	100	Alopias_pelagicus
GZ9_172	126	KP719468	612	3.14E-56	99.213	127	100	Alopias_pelagicus
GZ9_175	109	KP719468	612	1.56E-48	100	109	100	Alopias_pelagicus
GZ11_023	109	KP719601	549	1.56E-48	100	109	100	Carcharhinus_sealei
GZ11_029	124	KP719601	549	8.56E-57	100	124	100	Carcharhinus_sealei
GZ6_057	73	KP719612	585	5.27E-26	97.297	74	100	Carcharhinus_tjutjot
GZ6_126	113	KP719773	477	2.12E-47	97.345	113	100	Sphyrna_lewini
GZ6_127	113	KP719773	477	1.28E-44	96.46	113	100	Sphyrna_lewini
GZ6_128	113	KP719773	477	9.81E-51	100	113	100	Sphyrna_lewini
GZ9_111	112	KP719832	492	3.49E-50	100	112	100	Isurus_oxyrinchus
GZ9_112	109	KP719832	492	1.56E-48	100	109	100	Isurus_oxyrinchus
GZ10_086	65	KT075316	655	2.59E-18	95	60	92	Mustelus_canis
GZ11_136	117	KT275239	565	6.15E-53	100	117	100	Triaenodon_obesus
GZ7_132	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_133	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_134	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_135	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_136	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_137	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_138	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_139	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ7_140	112	KT307277	648	5.83E-48	99.107	112	100	Mustelus_punctulatus
GZ9_052	106	KT307277	648	1.17E-44	99.057	106	100	Mustelus_punctulatus
GZ9_159	98	KT307277	648	1.74E-42	100	98	100	Mustelus_punctulatus
GZ9_152	97	KT307342	634	6.17E-42	100	97	100	Mustelus_punctulatus
GZ10_019	116	KT307365	544	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_020	117	KT307365	544	6.15E-53	100	117	100	Prionace_glauca
GZ10_190	117	KT307365	544	7.96E-52	99.145	117	100	Prionace_glauca
GZ8_035	139	KT307365	544	7.64E-63	99.281	139	100	Prionace_glauca
GZ8_081	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_082	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_083	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_084	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_085	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_086	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_087	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_088	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_089	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_090	142	KT307365	544	1.01E-66	100	142	100	Prionace_glauca
GZ8_185	128	KT307365	544	8.99E-52	99.145	117	91	Prionace_glauca
GZ8_186	133	KT307365	544	3.38E-56	100	123	92	Prionace_glauca
GZ8_187	128	KT307365	544	1.93E-53	100	118	92	Prionace_glauca
GZ8_188	128	KT307365	544	1.93E-53	100	118	92	Prionace_glauca
GZ8_190	128	KT307365	544	6.95E-53	100	117	91	Prionace_glauca
GZ8_191	139	KT307365	544	2.12E-63	99.281	139	100	Prionace_glauca
GZ8_194	140	KT307365	544	4.64E-60	97.857	140	100	Prionace_glauca
GZ8_195	140	KT307365	544	4.64E-60	97.857	140	100	Prionace_glauca
GZ8_196	140	KT307365	544	4.64E-60	97.857	140	100	Prionace_glauca
GZ8_198	141	KT307365	544	3.59E-66	100	141	100	Prionace_glauca
GZ8_199	141	KT307365	544	3.59E-66	100	141	100	Prionace_glauca
GZ4_178	139	KT698062	16704	2.12E-63	100	136	98	Glyphis_fowlerae
GZ9_097	112	KU366616	613	4.51E-49	99.107	112	100	Carcharhinus_fitzroyensis
GZ9_176	109	KU366616	613	1.56E-48	100	109	100	Carcharhinus_fitzroyensis
GZ11_076	123	KU366617	627	1.42E-54	99.194	124	100	Isurus_oxyrinchus
GZ10_092	116	KU366619	628	2.19E-52	100	116	100	Sphyrna_lewini
GZ11_030	109	KU366619	628	1.56E-48	100	109	100	Sphyrna_lewini
GZ11_127	118	KU366619	628	1.73E-53	100	118	100	Sphyrna_lewini
GZ2_112	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ2_154	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ2_155	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ3_011	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ3_012	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ3_134	112	KU366619	628	3.49E-50	100	112	100	Sphyrna_lewini
GZ3_138	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ3_139	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ3_180	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ5_025	113	KU366619	628	9.81E-51	100	113	100	Sphyrna_lewini
GZ5_028	113	KU366619	628	9.81E-51	100	113	100	Sphyrna_lewini
GZ5_029	113	KU366619	628	9.81E-51	100	113	100	Sphyrna_lewini
GZ5_040	110	KU366619	628	4.40E-49	100	110	100	Sphyrna_lewini
GZ5_105	115	KU366619	628	7.77E-52	100	115	100	Sphyrna_lewini
GZ6_008	113	KU366619	628	9.81E-51	100	113	100	Sphyrna_lewini
GZ8_105	116	KU366619	628	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_153	82	KU366619	628	1.06E-33	100	82	100	Sphyrna_lewini
GZ8_155	98	KU366619	628	1.74E-42	100	98	100	Sphyrna_lewini
GZ8_173	79	KU366619	628	2.15E-30	98.734	79	100	Sphyrna_lewini
GZ8_175	82	KU366619	628	1.06E-33	100	82	100	Sphyrna_lewini
GZ9_134	105	KU366619	628	2.48E-46	100	105	100	Sphyrna_lewini
GZ10_097	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ3_003	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ3_017	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ3_070	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ3_133	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ4_099	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ5_015	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ5_017	111	KU366627	617	1.24E-49	100	111	100	Carcharhinus_tilstoni
GZ5_058	112	KU366627	617	3.49E-50	100	112	100	Carcharhinus_tilstoni
GZ5_102	113	KU366627	617	9.81E-51	100	113	100	Carcharhinus_tilstoni
GZ5_112	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ7_041	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ7_045	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ7_064	115	KU366627	617	7.77E-52	100	115	100	Carcharhinus_tilstoni
GZ7_066	118	KU366627	617	1.35E-49	98.305	118	100	Carcharhinus_tilstoni
GZ7_069	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ8_092	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ8_095	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ8_097	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ8_100	116	KU366627	617	2.19E-52	100	116	100	Carcharhinus_tilstoni
GZ1_096	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ1_097	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ1_098	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ1_099	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ1_100	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_081	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_085	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_086	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_088	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_090	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ2_098	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ3_171	110	KU366629	626	4.40E-49	100	110	100	Isurus_oxyrinchus
GZ3_178	112	KU366629	626	3.49E-50	100	112	100	Isurus_oxyrinchus
GZ4_046	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ4_061	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ4_062	110	KU366629	626	4.40E-49	100	110	100	Isurus_oxyrinchus
GZ4_063	102	KU366629	626	1.10E-44	100	102	100	Isurus_oxyrinchus
GZ4_067	110	KU366629	626	4.40E-49	100	110	100	Isurus_oxyrinchus
GZ4_070	103	KU366629	626	3.12E-45	100	103	100	Isurus_oxyrinchus
GZ4_072	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ4_073	116	KU366629	626	2.19E-52	100	116	100	Isurus_oxyrinchus
GZ4_076	112	KU366629	626	3.49E-50	100	112	100	Isurus_oxyrinchus
GZ4_077	112	KU366629	626	3.49E-50	100	112	100	Isurus_oxyrinchus
GZ4_093	111	KU366629	626	1.24E-49	100	111	100	Isurus_oxyrinchus
GZ4_173	111	KU366629	626	1.24E-49	100	111	100	Isurus_oxyrinchus
GZ5_104	115	KU366629	626	7.77E-52	100	115	100	Isurus_oxyrinchus
GZ10_098	83	KU366636	651	2.94E-34	100	83	100	Carcharhinus_tilstoni
GZ10_166	83	KU366636	651	2.94E-34	100	83	100	Carcharhinus_tilstoni
GZ10_171	82	KU366636	651	1.06E-33	100	82	100	Carcharhinus_tilstoni
GZ11_070	105	KU366636	651	2.48E-46	100	105	100	Carcharhinus_tilstoni
GZ11_071	105	KU366636	651	2.48E-46	100	105	100	Carcharhinus_tilstoni
GZ11_075	105	KU366636	651	2.48E-46	100	105	100	Carcharhinus_tilstoni
GZ11_078	104	KU366636	651	4.09E-44	99.038	104	100	Carcharhinus_tilstoni
GZ11_080	105	KU366636	651	4.14E-44	98.095	105	100	Carcharhinus_tilstoni
GZ11_125	127	KU366636	651	1.90E-58	100	127	100	Carcharhinus_tilstoni
GZ11_128	127	KU366636	651	1.90E-58	100	127	100	Carcharhinus_tilstoni
GZ11_170	105	KU366636	651	2.48E-46	100	105	100	Carcharhinus_tilstoni
GZ7_073	80	KU366636	651	1.31E-32	100	80	100	Carcharhinus_tilstoni
GZ9_086	86	KU366636	651	6.68E-36	100	86	100	Carcharhinus_tilstoni
GZ9_087	99	KU366636	651	2.29E-41	98.99	99	100	Carcharhinus_tilstoni
GZ9_141	105	KU366636	651	2.48E-46	100	105	100	Carcharhinus_tilstoni
GZ11_040	120	KU737722	655	6.37E-53	99.174	121	100	Callorhinchus_callorynchus
GZ7_040	188	KU737858	655	1.45E-51	100	115	61	Mustelus_mento
GZ11_002	109	KU737921	655	2.02E-47	99.083	109	100	Squalus_acanthias
GZ11_007	95	KU737921	655	7.74E-41	100	95	100	Squalus_acanthias
GZ11_015	109	KU737921	655	1.56E-48	100	109	100	Squalus_acanthias
GZ11_019	95	KU737921	655	7.74E-41	100	95	100	Squalus_acanthias
GZ10_173	124	KU746824	16804	5.19E-49	96.694	121	98	Rhynchobatus_australiae
GZ9_123	109	KU746824	16804	1.56E-48	100	109	100	Rhynchobatus_australiae
GZ9_124	109	KU746824	16804	7.26E-47	99.083	109	100	Rhynchobatus_australiae
GZ9_125	109	KU746824	16804	5.65E-43	97.222	108	99	Rhynchobatus_australiae
GZ11_123	118	KU892590	16727	1.73E-53	100	118	100	Eusphyra_blochii
GZ10_178	85	KU936193	588	1.10E-33	100	82	96	Carcharhinus_albimarginatus
GZ10_193	82	KU936193	588	1.06E-33	100	82	100	Carcharhinus_albimarginatus
GZ11_142	127	KU936193	588	2.46E-57	99.213	127	100	Carcharhinus_albimarginatus
GZ11_161	138	KU936193	588	5.89E-59	97.826	138	100	Carcharhinus_albimarginatus
GZ11_168	124	KU936193	588	3.98E-55	99.2	125	100	Carcharhinus_albimarginatus
GZ11_169	111	KU936194	638	5.76E-48	99.107	112	100	Carcharhinus_melanopterus
GZ7_017	82	KU936194	638	1.07E-23	95.775	71	87	Carcharhinus_melanopterus
GZ10_194	83	KU936198	638	2.94E-34	100	83	100	Sphyrna_zygaena
GZ10_200	84	KU936198	638	8.32E-35	100	84	100	Sphyrna_zygaena
GZ11_083	113	KU936198	638	9.81E-51	100	113	100	Sphyrna_zygaena
GZ6_003	73	KU936198	638	8.76E-29	100	73	100	Sphyrna_zygaena
GZ6_004	112	KU936198	638	3.49E-50	100	112	100	Sphyrna_zygaena
GZ6_005	113	KU936198	638	2.75E-46	96.46	113	100	Sphyrna_zygaena
GZ6_006	112	KU936198	638	5.83E-48	98.214	112	100	Sphyrna_zygaena
GZ6_009	113	KU936198	638	4.57E-49	99.115	113	100	Sphyrna_zygaena
GZ6_018	124	KU936198	638	8.56E-57	100	124	100	Sphyrna_zygaena
GZ6_122	113	KU936198	638	9.81E-51	100	113	100	Sphyrna_zygaena
GZ6_137	114	KU936198	638	2.76E-51	100	114	100	Sphyrna_zygaena
GZ6_139	113	KU936198	638	9.81E-51	100	113	100	Sphyrna_zygaena
GZ9_085	112	KU936198	638	3.49E-50	100	112	100	Sphyrna_zygaena
GZ11_054	113	KX002281	682	9.81E-51	100	113	100	Prionace_glauca
GZ11_055	113	KX002281	682	4.57E-49	99.115	113	100	Prionace_glauca
GZ11_056	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ11_059	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ11_060	124	KX002281	682	8.56E-57	100	124	100	Prionace_glauca
GZ11_104	126	KX002281	682	6.76E-58	100	126	100	Prionace_glauca
GZ11_106	126	KX002281	682	6.76E-58	100	126	100	Prionace_glauca
GZ11_107	117	KX002281	682	6.15E-53	100	117	100	Prionace_glauca
GZ11_108	117	KX002281	682	6.15E-53	100	117	100	Prionace_glauca
GZ11_109	117	KX002281	682	6.15E-53	100	117	100	Prionace_glauca
GZ11_110	117	KX002281	682	6.15E-53	100	117	100	Prionace_glauca
GZ11_111	71	KX002281	682	1.08E-27	100	71	100	Prionace_glauca
GZ11_112	117	KX002281	682	1.72E-48	96.581	117	100	Prionace_glauca
GZ11_120	126	KX002281	682	6.76E-58	100	126	100	Prionace_glauca
GZ11_126	130	KX002281	682	4.21E-60	100	130	100	Prionace_glauca
GZ11_188	112	KX002281	682	7.55E-47	97.321	112	100	Prionace_glauca
GZ11_189	127	KX002281	682	3.18E-56	99.213	127	100	Prionace_glauca
GZ6_042	113	KX002281	682	3.55E-45	96.46	113	100	Prionace_glauca
GZ6_049	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ6_129	75	KX002281	682	7.10E-30	100	75	100	Prionace_glauca
GZ6_160	114	KX002281	682	7.73E-47	96.491	114	100	Prionace_glauca
GZ6_176	113	KX002281	682	9.81E-51	100	113	100	Prionace_glauca
GZ6_177	113	KX002281	682	9.81E-51	100	113	100	Prionace_glauca
GZ7_063	112	KX002281	682	3.49E-50	100	112	100	Prionace_glauca
GZ9_012	116	KX002281	682	2.19E-52	100	116	100	Prionace_glauca
GZ9_018	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_021	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_022	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_023	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_024	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_025	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_026	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_027	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_028	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_029	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_030	126	KX002281	682	8.74E-57	99.206	126	100	Prionace_glauca
GZ9_036	111	KX002281	682	5.76E-48	99.107	112	100	Prionace_glauca
GZ9_037	111	KX002281	682	5.76E-48	99.107	112	100	Prionace_glauca
GZ9_038	111	KX002281	682	5.76E-48	99.107	112	100	Prionace_glauca
GZ9_039	111	KX002281	682	5.76E-48	99.107	112	100	Prionace_glauca
GZ9_146	109	KX002281	682	4.37E-44	97.321	112	100	Prionace_glauca
GZ9_162	110	KX002281	682	2.65E-46	98.214	112	100	Prionace_glauca
GZ9_165	124	KX002281	682	8.56E-57	100	124	100	Prionace_glauca
GZ9_173	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_174	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_179	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_184	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_185	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_186	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_187	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_188	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_189	109	KX002281	682	1.56E-48	100	109	100	Prionace_glauca
GZ9_169	108	KX063633	639	2.58E-46	99.083	109	100	Carcharhinus_amblyrhynchos
GZ3_016	139	KX063634	630	4.56E-65	100	139	100	Carcharhinus_amboinensis
GZ3_071	139	KX063634	630	4.56E-65	100	139	100	Carcharhinus_amboinensis
GZ3_080	139	KX063634	630	4.56E-65	100	139	100	Carcharhinus_amboinensis
GZ4_090	139	KX063634	630	4.56E-65	100	139	100	Carcharhinus_amboinensis
GZ4_098	135	KX063634	630	7.35E-63	100	135	100	Carcharhinus_amboinensis
GZ4_179	137	KX063634	630	5.79E-64	100	137	100	Carcharhinus_amboinensis
GZ8_189	152	KX063635	648	2.36E-63	99.286	140	92	Carcharhinus_brevipinna
GZ11_001	73	KX379521	540	8.76E-29	100	73	100	Squalus_suckleyi
GZ11_006	111	KX379521	540	5.80E-43	95.495	111	100	Squalus_suckleyi
GZ11_066	115	KX379525	544	3.62E-50	99.138	116	100	Carcharhinus_brachyurus
GZ6_130	112	KX379525	544	3.49E-50	100	112	100	Carcharhinus_brachyurus
GZ7_187	140	KX789508	626	7.71E-63	99.275	138	99	Carcharhinus_falciformis
GZ7_188	140	KX789508	626	7.71E-63	99.275	138	99	Carcharhinus_falciformis
GZ7_189	140	KX789508	626	7.71E-63	99.275	138	99	Carcharhinus_falciformis
GZ7_190	140	KX789508	626	7.71E-63	99.275	138	99	Carcharhinus_falciformis
GZ8_054	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_055	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_056	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_057	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_058	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_059	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ8_060	116	KX789508	626	1.02E-50	99.138	116	100	Carcharhinus_falciformis
GZ1_011	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_012	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_013	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_015	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_024	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_031	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_036	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ1_044	94	KX789509	632	5.93E-37	98.901	91	97	Carcharhinus_longimanus
GZ10_088	83	KX789509	632	6.36E-31	97.531	81	98	Carcharhinus_longimanus
GZ10_181	208	KX789509	632	1.01E-33	100	83	40	Carcharhinus_longimanus
GZ10_182	201	KX789509	632	2.03E-50	99.138	116	58	Carcharhinus_longimanus
GZ10_189	201	KX789509	632	2.03E-50	99.138	116	58	Carcharhinus_longimanus
GZ11_081	185	KX789509	632	3.08E-48	100	109	59	Carcharhinus_longimanus
GZ11_082	113	KX789509	632	1.27E-49	99.115	113	100	Carcharhinus_longimanus
GZ11_085	214	KX789509	632	2.19E-50	100	113	53	Carcharhinus_longimanus
GZ11_095	217	KX789509	632	2.23E-50	100	113	52	Carcharhinus_longimanus
GZ11_096	229	KX789509	632	3.92E-58	100	127	55	Carcharhinus_longimanus
GZ11_163	216	KX789509	632	7.97E-50	100	112	52	Carcharhinus_longimanus
GZ7_113	83	KX789509	632	3.80E-33	98.795	83	100	Carcharhinus_longimanus
GZ7_182	258	KX789509	632	4.46E-63	99.281	139	54	Carcharhinus_longimanus
GZ9_002	206	KX789509	632	7.54E-50	99.138	116	56	Carcharhinus_longimanus
GZ9_003	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_004	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_006	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_007	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_008	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_009	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_010	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_011	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_013	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_014	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_015	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_016	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_017	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_019	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ9_020	210	KX789509	632	3.54E-58	100	127	60	Carcharhinus_longimanus
GZ10_168	126	KX858829	16703	1.13E-55	99.206	126	100	Carcharhinus_longimanus
GZ10_169	118	KX858829	16703	1.73E-53	100	118	100	Carcharhinus_longimanus
GZ10_175	78	KX858829	16703	9.80E-29	98.701	77	97	Carcharhinus_longimanus
GZ10_176	152	KX858829	16703	3.01E-72	100	152	100	Carcharhinus_longimanus
GZ8_118	137	KX858829	16703	5.79E-64	100	137	100	Carcharhinus_longimanus
GZ5_086	111	KY176421	642	1.24E-49	100	111	100	Carcharhinus_altimus
GZ5_094	111	KY176421	642	1.24E-49	100	111	100	Carcharhinus_altimus
GZ5_103	116	KY176421	642	2.19E-52	100	116	100	Carcharhinus_altimus
GZ1_003	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_004	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_005	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_006	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_007	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_008	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_009	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_010	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_022	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_023	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_032	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_034	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_051	101	KY176584	642	3.92E-44	100	101	100	Prionace_glauca
GZ1_053	101	KY176584	642	3.92E-44	100	101	100	Prionace_glauca
GZ1_054	101	KY176584	642	3.92E-44	100	101	100	Prionace_glauca
GZ1_062	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_064	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_086	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_087	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_088	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_089	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_090	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_091	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_092	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_093	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_094	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_095	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ1_146	116	KY176584	642	2.19E-52	100	116	100	Prionace_glauca
GZ10_001	116	KY176584	642	3.66E-50	98.276	116	100	Prionace_glauca
GZ10_002	116	KY176584	642	1.02E-50	99.13	115	99	Prionace_glauca
GZ10_003	93	KY176584	642	1.25E-38	98.925	93	100	Prionace_glauca
