code	title	timing	scope	severity	score	invasive
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
5.2	Gathering terrestrial plants	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
5.2.1	Intentional use (species is the target)	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases (Unspecified Eucalyptus)	Ongoing	NA	NA	Low Impact: 3	Unspecified Eucalyptus
8.1.2	Named species (Unspecified Eucalyptus)	Ongoing	NA	NA	Low Impact: 3	Unspecified Eucalyptus
8.4	Problematic species/disease of unknown origin (Batrachochytrium dendrobatidis)	Unknown	Unknown	Unknown	Unknown	Batrachochytrium dendrobatidis
8.4.2	Named species (Batrachochytrium dendrobatidis)	Unknown	Unknown	Unknown	Unknown	Batrachochytrium dendrobatidis
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
2.3	Livestock farming & ranching	Ongoing	Unknown	Unknown	Unknown	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Unknown	Unknown	Unknown	NA
9.3	Agricultural & forestry effluents	Ongoing	Unknown	Unknown	Unknown	NA
9.3.1	Nutrient loads	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
3.2	Mining & quarrying	Ongoing	Unknown	Unknown	Unknown	NA
5.1	Hunting & trapping terrestrial animals	Ongoing	Unknown	Unknown	Unknown	NA
5.1.1	Intentional use (species is the target)	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.4	Scale Unknown/Unrecorded	Ongoing	Unknown	Unknown	Unknown	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Minority (<50%)	Unknown	Unknown	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Unknown	Unknown	NA
8.1	Invasive non-native/alien species/diseases (Unspecified ANGUILLIFORMES)	Ongoing	Unknown	Unknown	Unknown	Unspecified ANGUILLIFORMES
8.1	Invasive non-native/alien species/diseases (Unspecified Procambarus)	Ongoing	Unknown	Unknown	Unknown	Unspecified Procambarus
8.1	Invasive non-native/alien species/diseases (Unspecified Rattus)	Ongoing	Unknown	Unknown	Unknown	Unspecified Rattus
8.1	Invasive non-native/alien species/diseases (Unspecified SALMONIDAE)	Ongoing	Unknown	Unknown	Unknown	Unspecified SALMONIDAE
8.1.2	Named species (Unspecified ANGUILLIFORMES)	Ongoing	Unknown	Unknown	Unknown	Unspecified ANGUILLIFORMES
8.1.2	Named species (Unspecified Procambarus)	Ongoing	Unknown	Unknown	Unknown	Unspecified Procambarus
8.1.2	Named species (Unspecified Rattus)	Ongoing	Unknown	Unknown	Unknown	Unspecified Rattus
8.1.2	Named species (Unspecified SALMONIDAE)	Ongoing	Unknown	Unknown	Unknown	Unspecified SALMONIDAE
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.4	Scale Unknown/Unrecorded	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
6.3	Work & other activities	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
7.1	Fire & fire suppression	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.3	Livestock farming & ranching	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1.2	Supression in fire frequency/intensity	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
3.2	Mining & quarrying	Ongoing	Whole (>90%)	Very Rapid Declines	High Impact: 9	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.4.2	Intentional use: (large scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.4.4	Unintentional effects: (large scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1.2	Small-holder farming	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.3	Livestock farming & ranching	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
7.1	Fire & fire suppression	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.2	Wood & pulp plantations	Ongoing	NA	NA	Low Impact: 3	NA
2.2.1	Small-holder plantations	Ongoing	NA	NA	Low Impact: 3	NA
3.1	Oil & gas drilling	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1.2	Small-holder farming	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.3	Livestock farming & ranching	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.3.1	Nomadic grazing	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
3.2	Mining & quarrying	Future	Minority (<50%)	Rapid Declines	Low Impact: 4	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.1	Intentional use (species is the target)	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.4	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
7.3	Other ecosystem modifications	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	NA	NA	Low Impact: 3	NA
5.1	Hunting & trapping terrestrial animals	Ongoing	NA	NA	Low Impact: 3	NA
5.1.1	Intentional use (species is the target)	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis)	Unknown	Unknown	Unknown	Unknown	Batrachochytrium dendrobatidis
8.1.2	Named species (Batrachochytrium dendrobatidis)	Unknown	Unknown	Unknown	Unknown	Batrachochytrium dendrobatidis
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
5.1	Hunting & trapping terrestrial animals	Ongoing	Unknown	Unknown	Unknown	NA
5.1.1	Intentional use (species is the target)	Ongoing	Unknown	Unknown	Unknown	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.1.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.1	Nomadic grazing	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
5.1	Hunting & trapping terrestrial animals	Past, Likely to Return	Unknown	Unknown	No/Negligible Impact: 0	NA
5.1.1	Intentional use (species is the target)	Past, Likely to Return	Unknown	Unknown	No/Negligible Impact: 0	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.1	Intentional use (species is the target)	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.4	Unintentional effects: (large scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Very Rapid Declines	High Impact: 8	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Majority (50-90%)	Very Rapid Declines	High Impact: 8	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.1	Intentional use (species is the target)	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1.2	Small-holder farming	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
11.3	Temperature extremes	Ongoing	NA	NA	Low Impact: 3	NA
11.4	Storms & flooding	Ongoing	NA	NA	Low Impact: 3	NA
1.2	Commercial & industrial areas	Ongoing	NA	NA	Low Impact: 3	NA
1.3	Tourism & recreation areas	Ongoing	NA	NA	Low Impact: 3	NA
4.3	Shipping lanes	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	NA	NA	Low Impact: 3	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.6	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
6.1	Recreational activities	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.1.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
8.2	Problematic native species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.2	Problematic native species/diseases (Acanthaster planci)	Ongoing	NA	NA	Low Impact: 3	Acanthaster planci
8.2.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
8.2.2	Named species (Acanthaster planci)	Ongoing	NA	NA	Low Impact: 3	Acanthaster planci
9.1	Domestic & urban waste water	Ongoing	NA	NA	Low Impact: 3	NA
9.1.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.2	Industrial & military effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.2.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.3	Agricultural & forestry effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.3.2	Soil erosion, sedimentation	Ongoing	NA	NA	Low Impact: 3	NA
9.3.4	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.5	Air-borne pollutants	Ongoing	NA	NA	Low Impact: 3	NA
9.5.3	Ozone	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Whole (>90%)	Very Rapid Declines	High Impact: 9	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Whole (>90%)	Very Rapid Declines	High Impact: 9	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3.2	Intentional use: (large scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
